Store ID,Paul Secret pcs sold,Calvin Smart pcs sold,year,Paul Secret marketing spend,Calvin Smart marketing spend
6237,1028,3370,1,0,100000
6238,1000,3228,1,0,100000
6239,1010,3397,1,0,100000
6240,948,3433,1,0,100000
6241,1072,3097,1,0,100000
6242,1065,3466,1,0,100000
6243,985,3245,1,0,100000
6244,955,3307,1,0,100000
6245,853,2892,1,0,100000
6246,1175,3276,1,0,100000
6247,982,3117,1,0,100000
6248,1022,2973,1,0,100000
6249,1044,3256,1,0,100000
6250,823,3062,1,0,100000
6251,777,3346,1,0,100000
6252,815,2993,1,0,100000
6253,974,3224,1,0,100000
6254,1008,3548,1,0,100000
6255,878,3281,1,0,100000
6256,1167,3172,1,0,100000
6257,1006,3386,1,0,100000
6258,998,3318,1,0,100000
6259,992,3137,1,0,100000
6260,1026,3173,1,0,100000
6261,1107,3343,1,0,100000
6262,1320,3369,1,0,100000
6263,1039,2934,1,0,100000
6264,1004,3162,1,0,100000
6265,1068,3013,1,0,100000
6266,970,3266,1,0,100000
6267,873,3358,1,0,100000
6268,826,2726,1,0,100000
6269,1019,3482,1,0,100000
6270,1158,3523,1,0,100000
6271,952,3237,1,0,100000
6272,1005,3416,1,0,100000
6273,1130,3049,1,0,100000
6274,850,3042,1,0,100000
6275,997,3223,1,0,100000
6276,1041,3676,1,0,100000
6277,1123,3346,1,0,100000
6278,980,3211,1,0,100000
6279,958,2995,1,0,100000
6280,1022,3384,1,0,100000
6281,1137,3316,1,0,100000
6282,960,3319,1,0,100000
6283,924,2915,1,0,100000
6284,1045,3066,1,0,100000
6285,1048,3193,1,0,100000
6286,998,2861,1,0,100000
6287,1160,2987,1,0,100000
6288,980,3233,1,0,100000
6289,975,3689,1,0,100000
6290,900,3242,1,0,100000
6291,1055,3554,1,0,100000
6292,946,3422,1,0,100000
6293,981,3145,1,0,100000
6294,1016,3346,1,0,100000
6295,918,2737,1,0,100000
6296,1024,3264,1,0,100000
6297,1006,3549,1,0,100000
6298,1006,3316,1,0,100000
6299,933,3254,1,0,100000
6300,1174,3307,1,0,100000
6301,886,2967,1,0,100000
6302,983,3006,1,0,100000
6303,1022,3356,1,0,100000
6304,1031,3428,1,0,100000
6305,955,3182,1,0,100000
6306,1016,3325,1,0,100000
6307,1031,3262,1,0,100000
6308,740,3181,1,0,100000
6309,1094,3407,1,0,100000
6310,793,2828,1,0,100000
6311,1012,3527,1,0,100000
6312,1038,3070,1,0,100000
6313,946,3200,1,0,100000
6314,886,3301,1,0,100000
6315,1055,3132,1,0,100000
6316,1053,3319,1,0,100000
6317,998,3148,1,0,100000
6318,1056,3161,1,0,100000
6319,1051,3181,1,0,100000
6320,1186,3169,1,0,100000
6321,948,3283,1,0,100000
6322,874,3015,1,0,100000
6323,997,3092,1,0,100000
6324,922,3219,1,0,100000
6325,912,3042,1,0,100000
6326,1164,3509,1,0,100000
6327,919,2947,1,0,100000
6328,1058,3039,1,0,100000
6329,1138,3410,1,0,100000
6330,1117,3322,1,0,100000
6331,1133,3523,1,0,100000
6332,1012,3268,1,0,100000
6333,908,3217,1,0,100000
6334,987,3337,1,0,100000
6335,960,3283,1,0,100000
6336,755,3058,1,0,100000
6337,943,3174,1,0,100000
6338,1161,3051,1,0,100000
6339,906,3006,1,0,100000
6340,996,3104,1,0,100000
6341,977,3042,1,0,100000
6342,1034,3018,1,0,100000
6343,913,3143,1,0,100000
6344,950,2933,1,0,100000
6345,978,3308,1,0,100000
6346,852,3281,1,0,100000
6347,1061,3248,1,0,100000
6348,1031,2896,1,0,100000
6349,1093,3260,1,0,100000
6350,1068,3408,1,0,100000
6351,994,3248,1,0,100000
6352,1067,3178,1,0,100000
6353,968,3126,1,0,100000
6354,1071,3282,1,0,100000
6355,1110,3368,1,0,100000
6356,1145,3422,1,0,100000
6357,1042,3154,1,0,100000
6358,974,3173,1,0,100000
6359,1178,3355,1,0,100000
6360,937,3229,1,0,100000
6361,915,3046,1,0,100000
6362,916,2779,1,0,100000
6363,799,2943,1,0,100000
6364,879,3229,1,0,100000
6365,941,3303,1,0,100000
6366,895,3149,1,0,100000
6367,1045,3202,1,0,100000
6368,847,3089,1,0,100000
6369,1026,3248,1,0,100000
6370,1134,3344,1,0,100000
6371,868,2841,1,0,100000
6372,950,3073,1,0,100000
6373,1175,2855,1,0,100000
6374,1023,3049,1,0,100000
6375,1071,3162,1,0,100000
6376,1005,3334,1,0,100000
6377,1001,3256,1,0,100000
6378,1053,3316,1,0,100000
6379,1057,3346,1,0,100000
6380,1033,2826,1,0,100000
6381,961,3366,1,0,100000
6382,875,2796,1,0,100000
6383,965,3411,1,0,100000
6384,1001,3101,1,0,100000
6385,887,3145,1,0,100000
6386,949,3050,1,0,100000
6387,1049,3292,1,0,100000
6388,964,3169,1,0,100000
6389,988,2937,1,0,100000
6390,934,3271,1,0,100000
6391,1079,3081,1,0,100000
6392,878,3014,1,0,100000
6393,1080,3213,1,0,100000
6394,983,3243,1,0,100000
6395,1007,3065,1,0,100000
6396,860,3139,1,0,100000
6397,1025,3352,1,0,100000
6398,976,3414,1,0,100000
6399,947,3101,1,0,100000
6400,1098,3213,1,0,100000
6401,943,2567,1,0,100000
6402,1013,3225,1,0,100000
6403,1022,3023,1,0,100000
6404,1036,3312,1,0,100000
6405,1168,3257,1,0,100000
6406,913,3119,1,0,100000
6407,1074,3236,1,0,100000
6408,1028,2944,1,0,100000
6409,1032,3085,1,0,100000
6410,878,3288,1,0,100000
6411,1062,3072,1,0,100000
6412,879,2883,1,0,100000
6413,1137,3769,1,0,100000
6414,1003,3190,1,0,100000
6415,1063,3061,1,0,100000
6416,952,2905,1,0,100000
6417,992,3188,1,0,100000
6418,978,2979,1,0,100000
6419,813,2863,1,0,100000
6420,1077,3079,1,0,100000
6421,1102,3327,1,0,100000
6422,868,3204,1,0,100000
6423,1048,3449,1,0,100000
6424,1121,3326,1,0,100000
6425,1057,3067,1,0,100000
6426,926,3163,1,0,100000
6427,1025,3305,1,0,100000
6428,920,3047,1,0,100000
6429,1030,3091,1,0,100000
6430,1033,3037,1,0,100000
6431,1000,2894,1,0,100000
6432,978,2879,1,0,100000
6433,1101,3553,1,0,100000
6434,1158,3385,1,0,100000
6435,1167,3318,1,0,100000
6436,1000,3049,1,0,100000
6437,1095,3271,1,0,100000
6438,738,2988,1,0,100000
6439,921,3170,1,0,100000
6440,1003,3045,1,0,100000
6441,972,3238,1,0,100000
6442,1081,3259,1,0,100000
6443,1141,3306,1,0,100000
6444,1215,3197,1,0,100000
6445,1063,3330,1,0,100000
6446,1187,3138,1,0,100000
6447,1075,3428,1,0,100000
6448,1070,3034,1,0,100000
6449,979,3384,1,0,100000
6450,746,2713,1,0,100000
6451,1014,2964,1,0,100000
6452,1161,3268,1,0,100000
6453,1012,3131,1,0,100000
6454,1035,3029,1,0,100000
6455,862,3349,1,0,100000
6456,1047,2994,1,0,100000
6457,1214,3793,1,0,100000
6458,1157,3453,1,0,100000
6459,1082,3231,1,0,100000
6460,983,3365,1,0,100000
6461,841,2909,1,0,100000
6462,1151,3114,1,0,100000
6463,1028,3029,1,0,100000
6464,896,3146,1,0,100000
6465,1090,3197,1,0,100000
6466,1023,3385,1,0,100000
6467,984,3014,1,0,100000
6468,927,3213,1,0,100000
6469,854,3010,1,0,100000
6470,958,3269,1,0,100000
6471,985,3006,1,0,100000
6472,919,3193,1,0,100000
6473,704,3174,1,0,100000
6474,1058,3007,1,0,100000
6475,1158,3423,1,0,100000
6476,1125,3205,1,0,100000
6477,937,2774,1,0,100000
6478,1003,3121,1,0,100000
6479,1010,3261,1,0,100000
6480,863,3389,1,0,100000
6481,938,3362,1,0,100000
6482,803,2937,1,0,100000
6483,1045,3716,1,0,100000
6484,956,2890,1,0,100000
6485,980,3179,1,0,100000
6486,931,3291,1,0,100000
6487,982,2884,1,0,100000
6488,837,2957,1,0,100000
6489,1137,3488,1,0,100000
6490,1019,3530,1,0,100000
6491,1139,3087,1,0,100000
6492,979,3419,1,0,100000
6493,1290,3873,1,0,100000
6494,1057,3461,1,0,100000
6495,823,3094,1,0,100000
6496,1080,3593,1,0,100000
6497,1015,3296,1,0,100000
6498,1015,3039,1,0,100000
6499,854,3288,1,0,100000
6500,1189,3472,1,0,100000
6501,1041,3161,1,0,100000
6502,971,3155,1,0,100000
6503,1037,3225,1,0,100000
6504,977,3349,1,0,100000
6505,1081,3135,1,0,100000
6506,1040,3128,1,0,100000
6507,959,3165,1,0,100000
6508,1116,3180,1,0,100000
6509,799,2923,1,0,100000
6510,1158,3237,1,0,100000
6511,1009,2932,1,0,100000
6512,932,3109,1,0,100000
6513,979,2954,1,0,100000
6514,970,3185,1,0,100000
6515,1060,3022,1,0,100000
6516,933,3105,1,0,100000
6517,988,3214,1,0,100000
6518,965,3047,1,0,100000
6519,1118,3362,1,0,100000
6520,947,2947,1,0,100000
6521,1268,3240,1,0,100000
6522,1194,3364,1,0,100000
6523,1050,2907,1,0,100000
6524,952,3266,1,0,100000
6525,1073,3361,1,0,100000
6526,964,3117,1,0,100000
6527,989,3518,1,0,100000
6528,1071,3298,1,0,100000
6529,1024,3250,1,0,100000
6530,1055,3215,1,0,100000
6531,954,2839,1,0,100000
6532,1202,3243,1,0,100000
6533,967,3185,1,0,100000
6534,1050,3292,1,0,100000
6535,881,2964,1,0,100000
6536,1094,3543,1,0,100000
6537,900,3045,1,0,100000
6538,957,3173,1,0,100000
6539,934,2955,1,0,100000
6540,1170,3384,1,0,100000
6541,1183,3562,1,0,100000
6542,1078,3447,1,0,100000
6543,1142,3182,1,0,100000
6544,1176,3718,1,0,100000
6545,1149,3298,1,0,100000
6546,1091,3604,1,0,100000
6547,1187,3274,1,0,100000
6548,1029,3271,1,0,100000
6549,980,3286,1,0,100000
6550,926,3216,1,0,100000
6551,1106,3685,1,0,100000
6552,1012,3260,1,0,100000
6553,916,3095,1,0,100000
6554,850,2825,1,0,100000
6555,1058,3324,1,0,100000
6556,1078,3260,1,0,100000
6557,816,3135,1,0,100000
6558,1108,3263,1,0,100000
6559,911,3044,1,0,100000
6560,1032,3088,1,0,100000
6561,1013,3252,1,0,100000
6562,979,3121,1,0,100000
6563,1059,3120,1,0,100000
6564,1192,3636,1,0,100000
6565,1038,2950,1,0,100000
6566,900,3068,1,0,100000
6567,990,3070,1,0,100000
6568,841,2908,1,0,100000
6569,1005,3185,1,0,100000
6570,1000,3253,1,0,100000
6571,1014,3062,1,0,100000
6572,881,3296,1,0,100000
6573,965,3303,1,0,100000
6574,1109,3676,1,0,100000
6575,1033,3096,1,0,100000
6576,1134,3527,1,0,100000
6577,956,3128,1,0,100000
6578,1013,3128,1,0,100000
6579,923,3008,1,0,100000
6580,1041,3342,1,0,100000
6581,1153,3192,1,0,100000
6582,883,2926,1,0,100000
6583,967,2842,1,0,100000
6584,1119,3531,1,0,100000
6585,1108,3480,1,0,100000
6586,862,3098,1,0,100000
6587,845,2810,1,0,100000
6588,1113,3524,1,0,100000
6589,1295,3423,1,0,100000
6590,1146,3491,1,0,100000
6591,878,3275,1,0,100000
6592,838,3264,1,0,100000
6593,1008,3223,1,0,100000
6594,1001,3465,1,0,100000
6595,1184,3417,1,0,100000
6596,914,3160,1,0,100000
6597,997,3542,1,0,100000
6598,961,3081,1,0,100000
6599,1145,3296,1,0,100000
6600,1073,3050,1,0,100000
6601,1081,3385,1,0,100000
6602,985,3309,1,0,100000
6603,949,3116,1,0,100000
6604,798,2855,1,0,100000
6605,1020,3377,1,0,100000
6606,869,3177,1,0,100000
6607,966,3112,1,0,100000
6608,1160,3385,1,0,100000
6609,1124,2977,1,0,100000
6610,1042,3050,1,0,100000
6611,965,3433,1,0,100000
6612,1030,2839,1,0,100000
6613,1059,3363,1,0,100000
6614,945,3077,1,0,100000
6615,1029,3173,1,0,100000
6616,1063,3255,1,0,100000
6617,946,2924,1,0,100000
6618,1132,3220,1,0,100000
6619,965,2771,1,0,100000
6620,1135,3253,1,0,100000
6621,850,2793,1,0,100000
6622,1065,3227,1,0,100000
6623,1040,3082,1,0,100000
6624,1008,3343,1,0,100000
6625,945,2916,1,0,100000
6626,1053,3249,1,0,100000
6627,917,3122,1,0,100000
6628,1000,3016,1,0,100000
6629,938,3396,1,0,100000
6630,1207,3443,1,0,100000
6631,984,3216,1,0,100000
6632,1044,3458,1,0,100000
6633,1001,3649,1,0,100000
6634,1021,2680,1,0,100000
6635,949,3523,1,0,100000
6636,986,3096,1,0,100000
6637,838,3061,1,0,100000
6638,1206,3551,1,0,100000
6639,954,3168,1,0,100000
6640,955,3328,1,0,100000
6641,979,3222,1,0,100000
6642,1008,3707,1,0,100000
6643,713,2848,1,0,100000
6644,1003,2820,1,0,100000
6645,1176,3359,1,0,100000
6646,1122,3496,1,0,100000
6647,909,2997,1,0,100000
6648,925,2999,1,0,100000
6649,1086,3314,1,0,100000
6650,946,3132,1,0,100000
6651,812,2689,1,0,100000
6652,893,3063,1,0,100000
6653,1010,3388,1,0,100000
6654,824,3053,1,0,100000
6655,1113,3189,1,0,100000
6656,918,2883,1,0,100000
6657,1044,3164,1,0,100000
6658,870,2959,1,0,100000
6659,1086,3427,1,0,100000
6660,934,3031,1,0,100000
6661,968,2697,1,0,100000
6662,978,3158,1,0,100000
6663,1032,3252,1,0,100000
6664,826,2819,1,0,100000
6665,1040,3128,1,0,100000
6666,975,3156,1,0,100000
6667,954,3138,1,0,100000
6668,965,3239,1,0,100000
6669,870,3147,1,0,100000
6670,1107,3593,1,0,100000
6671,1012,3120,1,0,100000
6672,1156,2863,1,0,100000
6673,922,3147,1,0,100000
6674,977,3119,1,0,100000
6675,1049,3099,1,0,100000
6676,1114,3430,1,0,100000
6677,892,3019,1,0,100000
6678,946,3336,1,0,100000
6679,1144,2992,1,0,100000
6680,775,2815,1,0,100000
6681,1053,3248,1,0,100000
6682,874,3099,1,0,100000
6683,832,2766,1,0,100000
6684,967,2972,1,0,100000
6685,961,2979,1,0,100000
6686,996,3084,1,0,100000
6687,1039,3475,1,0,100000
6688,1034,3119,1,0,100000
6689,987,2857,1,0,100000
6690,967,2956,1,0,100000
6691,1079,3149,1,0,100000
6692,958,2853,1,0,100000
6693,1034,3230,1,0,100000
6694,864,3110,1,0,100000
6695,955,3145,1,0,100000
6696,1088,3537,1,0,100000
6697,818,2628,1,0,100000
6698,1017,3288,1,0,100000
6699,950,2954,1,0,100000
6700,953,3143,1,0,100000
6701,1109,3339,1,0,100000
6702,1023,3103,1,0,100000
6703,981,3368,1,0,100000
6704,899,3294,1,0,100000
6705,1101,3285,1,0,100000
6706,950,3355,1,0,100000
6707,883,3116,1,0,100000
6708,1066,3380,1,0,100000
6709,1056,3285,1,0,100000
6710,1007,3292,1,0,100000
6711,884,3281,1,0,100000
6712,1052,3116,1,0,100000
6713,1075,3489,1,0,100000
6714,1104,3259,1,0,100000
6715,1023,3526,1,0,100000
6716,1013,3194,1,0,100000
6717,1036,3463,1,0,100000
6718,1053,3347,1,0,100000
6719,1066,3201,1,0,100000
6720,1126,3519,1,0,100000
6721,924,3337,1,0,100000
6722,1055,2982,1,0,100000
6723,1014,3464,1,0,100000
6724,961,3142,1,0,100000
6725,1039,3054,1,0,100000
6726,935,3245,1,0,100000
6727,972,3210,1,0,100000
6728,925,3143,1,0,100000
6729,1242,3333,1,0,100000
6730,810,3180,1,0,100000
6731,923,3175,1,0,100000
6732,976,3318,1,0,100000
6733,846,3560,1,0,100000
6734,1066,3859,1,0,100000
6735,835,3119,1,0,100000
6736,1225,3486,1,0,100000
6737,1099,3259,1,0,100000
6738,941,3432,1,0,100000
6739,854,2798,1,0,100000
6740,1000,3361,1,0,100000
6741,1000,3124,1,0,100000
6742,821,3328,1,0,100000
6743,989,3462,1,0,100000
6744,1193,3534,1,0,100000
6745,1123,3187,1,0,100000
6746,1032,3156,1,0,100000
6747,1012,2981,1,0,100000
6748,815,2699,1,0,100000
6749,904,3291,1,0,100000
6750,1112,3587,1,0,100000
6751,987,2727,1,0,100000
6752,1049,3354,1,0,100000
6753,1084,2993,1,0,100000
6754,1021,3293,1,0,100000
6755,946,3264,1,0,100000
6756,1093,3488,1,0,100000
6757,1029,3307,1,0,100000
6758,1215,3841,1,0,100000
6759,1034,3306,1,0,100000
6760,905,3164,1,0,100000
6761,915,3035,1,0,100000
6762,846,3189,1,0,100000
6763,964,3274,1,0,100000
6764,1063,3342,1,0,100000
6765,931,2891,1,0,100000
6766,1077,3242,1,0,100000
6767,1049,3242,1,0,100000
6768,1029,3424,1,0,100000
6769,878,3100,1,0,100000
6770,1105,3431,1,0,100000
6771,1000,3074,1,0,100000
6772,986,3300,1,0,100000
6773,976,3438,1,0,100000
6774,901,3042,1,0,100000
6775,1019,3419,1,0,100000
6776,1067,3355,1,0,100000
6777,844,2818,1,0,100000
6778,988,3128,1,0,100000
6779,1132,3273,1,0,100000
6780,1036,2763,1,0,100000
6781,865,3142,1,0,100000
6782,835,2953,1,0,100000
6783,1042,3497,1,0,100000
6784,1077,3148,1,0,100000
6785,943,2860,1,0,100000
6786,1107,3686,1,0,100000
6787,1019,3546,1,0,100000
6788,1047,3201,1,0,100000
6789,925,3370,1,0,100000
6790,996,3413,1,0,100000
6791,942,3072,1,0,100000
6792,974,3236,1,0,100000
6793,1070,3329,1,0,100000
6794,951,3077,1,0,100000
6795,1155,3679,1,0,100000
6796,964,3273,1,0,100000
6797,1071,2971,1,0,100000
6798,1005,3235,1,0,100000
6799,1006,3217,1,0,100000
6800,1075,3027,1,0,100000
6801,993,3158,1,0,100000
6802,890,2993,1,0,100000
6803,961,3260,1,0,100000
6804,969,3586,1,0,100000
6805,913,3148,1,0,100000
6806,813,2992,1,0,100000
6807,1060,3797,1,0,100000
6808,1004,3067,1,0,100000
6809,943,3294,1,0,100000
6810,1183,3387,1,0,100000
6811,1014,3425,1,0,100000
6812,1150,3428,1,0,100000
6813,1131,3550,1,0,100000
6814,1067,3143,1,0,100000
6815,914,3097,1,0,100000
6816,999,3286,1,0,100000
6817,865,3066,1,0,100000
6818,1183,3384,1,0,100000
6819,1219,3719,1,0,100000
6820,1076,3361,1,0,100000
6821,1156,3459,1,0,100000
6822,901,3235,1,0,100000
6823,980,2875,1,0,100000
6824,1115,3046,1,0,100000
6825,951,3004,1,0,100000
6826,980,3037,1,0,100000
6827,1048,3379,1,0,100000
6828,999,3236,1,0,100000
6829,1043,3808,1,0,100000
6830,1055,3365,1,0,100000
6831,942,3109,1,0,100000
6832,958,2966,1,0,100000
6833,871,2933,1,0,100000
6834,1148,3428,1,0,100000
6835,1016,3183,1,0,100000
6836,976,3260,1,0,100000
6837,1025,3464,1,0,100000
6838,1031,3773,1,0,100000
6839,990,3108,1,0,100000
6840,1004,3329,1,0,100000
6841,1049,3390,1,0,100000
6842,1079,3435,1,0,100000
6843,968,3181,1,0,100000
6844,871,3183,1,0,100000
6845,1137,3185,1,0,100000
6846,1120,3230,1,0,100000
6847,1095,3402,1,0,100000
6848,865,2827,1,0,100000
6849,934,2949,1,0,100000
6850,984,3203,1,0,100000
6851,851,3160,1,0,100000
6852,1006,3060,1,0,100000
6853,1047,3389,1,0,100000
6854,1073,3340,1,0,100000
6855,1033,3157,1,0,100000
6856,1094,3035,1,0,100000
6857,1125,3450,1,0,100000
6858,1098,3404,1,0,100000
6859,872,2797,1,0,100000
6860,822,2938,1,0,100000
6861,1011,2885,1,0,100000
6862,1024,3287,1,0,100000
6863,906,3172,1,0,100000
6864,1040,3243,1,0,100000
6865,1076,3414,1,0,100000
6866,1029,3029,1,0,100000
6867,991,3074,1,0,100000
6868,958,3262,1,0,100000
6869,1200,3696,1,0,100000
6870,990,3129,1,0,100000
6871,1070,3706,1,0,100000
6872,984,2806,1,0,100000
6873,1207,3342,1,0,100000
6874,1035,3170,1,0,100000
6875,898,2976,1,0,100000
6876,1149,3149,1,0,100000
6877,931,2882,1,0,100000
6878,893,3263,1,0,100000
6879,1065,3343,1,0,100000
6880,1024,3327,1,0,100000
6881,1075,3487,1,0,100000
6882,880,2844,1,0,100000
6883,1116,3506,1,0,100000
6884,961,3462,1,0,100000
6885,1005,3399,1,0,100000
6886,1121,3395,1,0,100000
6887,1038,2905,1,0,100000
6888,1044,3034,1,0,100000
6889,1093,3276,1,0,100000
6890,929,3025,1,0,100000
6891,1008,3253,1,0,100000
6892,1030,2907,1,0,100000
6893,1049,3035,1,0,100000
6894,1078,3503,1,0,100000
6895,989,3097,1,0,100000
6896,917,3021,1,0,100000
6897,1098,3358,1,0,100000
6898,852,3012,1,0,100000
6899,1080,3232,1,0,100000
6900,958,3342,1,0,100000
6901,1163,3243,1,0,100000
6902,862,2962,1,0,100000
6903,1085,3303,1,0,100000
6904,819,2509,1,0,100000
6905,1158,3121,1,0,100000
6906,1085,3547,1,0,100000
6907,1055,3382,1,0,100000
6908,1008,3612,1,0,100000
6909,1007,3082,1,0,100000
6910,996,3179,1,0,100000
6911,1128,3311,1,0,100000
6912,991,3023,1,0,100000
6913,921,3249,1,0,100000
6914,989,3316,1,0,100000
6915,1022,3265,1,0,100000
6916,965,3153,1,0,100000
6917,989,2998,1,0,100000
6918,1138,3441,1,0,100000
6919,1065,3346,1,0,100000
6920,1164,3318,1,0,100000
6921,991,2985,1,0,100000
6922,814,2855,1,0,100000
6923,821,2977,1,0,100000
6924,1059,3162,1,0,100000
6925,848,3311,1,0,100000
6926,1077,3018,1,0,100000
6927,1089,3465,1,0,100000
6928,928,3295,1,0,100000
6929,915,2924,1,0,100000
6930,979,3328,1,0,100000
6931,973,3058,1,0,100000
6932,869,2902,1,0,100000
6933,1050,3211,1,0,100000
6934,1007,3052,1,0,100000
6935,864,3124,1,0,100000
6936,809,3141,1,0,100000
6937,1191,2889,1,0,100000
6938,1084,3213,1,0,100000
6939,901,3320,1,0,100000
6940,1079,3383,1,0,100000
6941,1138,3533,1,0,100000
6942,1153,3507,1,0,100000
6943,874,3013,1,0,100000
6944,920,3461,1,0,100000
6945,1181,3187,1,0,100000
6946,867,3250,1,0,100000
6947,963,3083,1,0,100000
6948,1002,3174,1,0,100000
6949,812,3308,1,0,100000
6950,964,3127,1,0,100000
6951,982,3289,1,0,100000
6952,933,3152,1,0,100000
6953,1054,3193,1,0,100000
6954,891,2864,1,0,100000
6955,1014,2967,1,0,100000
6956,1027,2937,1,0,100000
6957,981,3301,1,0,100000
6958,1147,3469,1,0,100000
6959,994,3248,1,0,100000
6960,1167,3276,1,0,100000
6961,1037,3139,1,0,100000
6962,970,2925,1,0,100000
6963,1075,3641,1,0,100000
6964,1082,3186,1,0,100000
6965,998,3496,1,0,100000
6966,883,2757,1,0,100000
6967,956,3235,1,0,100000
6968,867,3360,1,0,100000
6969,1100,3465,1,0,100000
6970,1092,3237,1,0,100000
6971,1025,3282,1,0,100000
6972,853,3055,1,0,100000
6973,1048,3339,1,0,100000
6974,990,3275,1,0,100000
6975,992,3268,1,0,100000
6976,1092,3291,1,0,100000
6977,982,3482,1,0,100000
6978,1071,3157,1,0,100000
6979,873,2863,1,0,100000
6980,1094,3159,1,0,100000
6981,860,2605,1,0,100000
6982,976,3289,1,0,100000
6983,895,3009,1,0,100000
6984,1202,3505,1,0,100000
6985,901,3067,1,0,100000
6986,988,3027,1,0,100000
6987,1017,2870,1,0,100000
6988,1059,3130,1,0,100000
6989,1022,3265,1,0,100000
6990,1092,3006,1,0,100000
6991,1001,3088,1,0,100000
6992,965,3465,1,0,100000
6993,1166,3616,1,0,100000
6994,1053,3280,1,0,100000
6995,1106,3434,1,0,100000
6996,996,3236,1,0,100000
6997,879,2808,1,0,100000
6998,920,2996,1,0,100000
6999,938,3081,1,0,100000
7000,1062,3307,1,0,100000
7001,1009,2978,1,0,100000
7002,1050,3601,1,0,100000
7003,913,2901,1,0,100000
7004,1069,3309,1,0,100000
7005,1010,3281,1,0,100000
7006,1039,3333,1,0,100000
7007,928,2887,1,0,100000
7008,1005,2975,1,0,100000
7009,1005,3212,1,0,100000
7010,942,2866,1,0,100000
7011,1051,3268,1,0,100000
7012,1087,3220,1,0,100000
7013,936,3085,1,0,100000
7014,992,3012,1,0,100000
7015,859,3153,1,0,100000
7016,1205,3180,1,0,100000
7017,927,3319,1,0,100000
7018,986,3022,1,0,100000
7019,1033,3113,1,0,100000
7020,1101,3205,1,0,100000
7021,938,3204,1,0,100000
7022,1079,3316,1,0,100000
7023,952,3483,1,0,100000
7024,922,3017,1,0,100000
7025,898,3190,1,0,100000
7026,1045,3342,1,0,100000
7027,1142,3459,1,0,100000
7028,876,2919,1,0,100000
7029,902,3097,1,0,100000
7030,1032,3667,1,0,100000
7031,1011,3092,1,0,100000
7032,910,3212,1,0,100000
7033,1161,3446,1,0,100000
7034,1087,3152,1,0,100000
7035,957,3032,1,0,100000
7036,1092,2900,1,0,100000
7037,1088,3407,1,0,100000
7038,949,3321,1,0,100000
7039,1201,3553,1,0,100000
7040,946,2733,1,0,100000
7041,977,2906,1,0,100000
7042,1051,3341,1,0,100000
7043,1125,3595,1,0,100000
7044,1109,3427,1,0,100000
7045,904,2899,1,0,100000
7046,942,3122,1,0,100000
7047,1109,3127,1,0,100000
7048,890,3008,1,0,100000
7049,823,3029,1,0,100000
7050,1133,3049,1,0,100000
7051,868,3130,1,0,100000
7052,914,3154,1,0,100000
7053,1108,3188,1,0,100000
7054,1015,3022,1,0,100000
7055,967,2961,1,0,100000
7056,1000,3109,1,0,100000
7057,1126,3487,1,0,100000
7058,824,3223,1,0,100000
7059,955,3299,1,0,100000
7060,1039,3375,1,0,100000
7061,1010,3114,1,0,100000
7062,1099,3358,1,0,100000
7063,1004,2940,1,0,100000
7064,923,3062,1,0,100000
7065,946,3170,1,0,100000
7066,982,3344,1,0,100000
7067,870,2862,1,0,100000
7068,1068,3331,1,0,100000
7069,948,3171,1,0,100000
7070,1065,3345,1,0,100000
7071,975,3468,1,0,100000
7072,1241,3668,1,0,100000
7073,895,3349,1,0,100000
7074,966,3467,1,0,100000
7075,974,3261,1,0,100000
7076,825,3186,1,0,100000
7077,1085,2988,1,0,100000
7078,1183,3536,1,0,100000
7079,1077,3310,1,0,100000
7080,936,3081,1,0,100000
7081,1182,3503,1,0,100000
7082,862,3054,1,0,100000
7083,1094,3491,1,0,100000
7084,921,3222,1,0,100000
7085,1146,3504,1,0,100000
7086,935,3068,1,0,100000
7087,1038,3261,1,0,100000
7088,1066,3039,1,0,100000
7089,907,2850,1,0,100000
7090,1038,3240,1,0,100000
7091,1086,3311,1,0,100000
7092,1042,3175,1,0,100000
7093,912,3005,1,0,100000
7094,1091,3401,1,0,100000
7095,1012,3011,1,0,100000
7096,981,2924,1,0,100000
7097,1078,2928,1,0,100000
7098,1104,3345,1,0,100000
7099,906,3151,1,0,100000
7100,1114,3712,1,0,100000
7101,908,3415,1,0,100000
7102,1032,3205,1,0,100000
7103,983,3168,1,0,100000
7104,949,2960,1,0,100000
7105,946,2908,1,0,100000
7106,1183,3359,1,0,100000
7107,970,2783,1,0,100000
7108,972,3010,1,0,100000
7109,1037,3314,1,0,100000
7110,899,3037,1,0,100000
7111,1064,3392,1,0,100000
7112,1095,3702,1,0,100000
7113,1097,3292,1,0,100000
7114,948,2989,1,0,100000
7115,1039,3312,1,0,100000
7116,1027,2888,1,0,100000
7117,1105,3304,1,0,100000
7118,1099,2879,1,0,100000
7119,942,3030,1,0,100000
7120,915,3222,1,0,100000
7121,895,3111,1,0,100000
7122,1114,3159,1,0,100000
7123,943,3290,1,0,100000
7124,1046,3076,1,0,100000
7125,946,3115,1,0,100000
7126,1005,3048,1,0,100000
7127,1042,3468,1,0,100000
7128,1040,3152,1,0,100000
7129,882,2985,1,0,100000
7130,986,3271,1,0,100000
7131,943,3358,1,0,100000
7132,1058,3279,1,0,100000
7133,1099,3207,1,0,100000
